label,N,P,K,temperature,humidity,rainfall,ph
Cotton,80.0,60.0,40.0,27.0,65.0,1200.0,7.5
Maize,107.734,50.23,36.868,23.833,67.499,782.625,6.369
Wheat,77.779,35.633,34.474,19.871,56.262,508.469,6.435
Sugarcane,90.531,35.36,86.055,24.159,80.418,1647.575,6.404
Sugarcane,80.0,30.0,100.0,21.0,70.0,1200.0,7.5
Wheat,79.714,33.178,28.496,17.385,52.742,418.059,7.072
Cotton,101.107,53.747,34.326,25.775,55.435,976.331,6.386
Soybean,30.124,50.706,64.938,27.034,62.479,662.077,6.43
Tomato,80.0,80.0,100.0,28.0,80.0,750.0,7.0
Cotton,107.718,49.554,32.759,22.295,49.62,671.666,6.946
Sugarcane,93.767,50.622,69.699,23.445,77.285,2100.19,6.579
Sugarcane,100.284,45.514,78.547,23.565,79.626,1636.5,6.714
Sugarcane,100.014,52.084,92.762,24.115,78.195,1620.028,6.75
Potato,98.403,71.186,98.71,17.805,68.874,608.15,6.255
Sugarcane,113.159,39.951,80.759,24.361,78.066,1549.614,6.554
Sugarcane,95.898,46.439,87.436,24.2,83.375,1876.889,6.628
Cotton,101.754,50.142,30.673,24.18,54.759,796.687,6.567
Potato,93.71,74.158,108.539,19.877,66.654,624.562,5.452
Potato,120.0,80.0,120.0,15.0,75.0,750.0,5.0
Sugarcane,120.0,30.0,100.0,27.0,70.0,1200.0,6.0
Tomato,95.082,69.097,78.113,26.124,68.686,639.34,6.404
Wheat,60.0,20.0,20.0,25.0,65.0,375.0,7.5
Sugarcane,108.013,30.0,82.935,24.212,78.895,1831.711,6.815
Soybean,27.749,54.108,72.2,28.81,65.168,709.342,6.636
Soybean,29.99,49.951,65.366,25.379,67.348,674.264,6.539
Cotton,80.0,60.0,20.0,27.0,65.0,1200.0,7.5
Tomato,93.71,70.27,81.652,23.16,69.4,579.89,6.57
Maize,102.846,42.76,40.97,23.916,62.108,755.875,6.293
Sugarcane,101.143,54.727,83.738,25.425,78.374,1785.463,7.055
Soybean,31.148,53.606,53.026,27.208,65.077,637.039,6.411
Soybean,28.003,47.661,58.333,26.5,68.686,744.465,6.556
Rice,102.121,26.126,45.889,21.897,82.573,1878.865,5.961
Tomato,107.555,75.547,75.004,22.561,71.17,645.275,6.413
Wheat,60.0,20.0,40.0,25.0,65.0,650.0,6.0
Tomato,107.824,67.128,77.172,23.875,66.288,620.438,6.682
Sugarcane,80.0,60.0,60.0,27.0,88.0,1200.0,6.0
Soybean,28.291,48.83,51.921,23.03,68.247,845.264,6.405
Tomato,106.695,68.882,78.033,23.599,66.235,638.445,6.278
Rice,97.047,29.868,62.95,24.493,81.476,1886.544,5.36
Maize,94.695,39.765,43.892,24.601,61.987,728.314,5.881
Tomato,94.846,73.234,71.909,23.502,70.528,665.019,6.478
Maize,89.3,52.017,37.727,24.107,60.736,793.85,6.283
Potato,105.976,69.446,106.37,19.401,64.996,631.512,6.097
Tomato,96.89,67.338,76.668,22.881,66.615,690.549,6.582
Sugarcane,102.9,46.697,77.161,22.541,74.363,2250.0,7.12
Tomato,107.54,68.976,73.381,22.476,72.373,641.951,6.567
Sugarcane,120.0,60.0,60.0,21.0,70.0,1200.0,6.0
Soybean,31.127,57.051,61.452,24.911,67.876,727.216,6.404
Potato,80.0,60.0,80.0,15.0,75.0,500.0,5.0
Wheat,91.399,36.17,33.171,20.03,54.316,510.605,6.666
Soybean,40.0,60.0,40.0,20.0,55.0,900.0,6.0
Maize,101.011,42.645,40.194,23.75,58.205,843.482,6.473
Wheat,70.877,34.911,27.406,21.707,56.75,527.621,6.673
Soybean,34.14,48.358,66.762,21.879,69.321,673.124,6.499
Rice,104.475,27.418,56.153,25.523,81.271,1986.607,5.742
Potato,90.314,67.72,94.99,21.559,68.375,581.254,5.938
Soybean,33.321,51.425,66.259,26.452,73.922,766.355,6.485
Maize,107.21,43.369,38.817,23.623,58.611,655.668,6.82
Maize,120.0,30.0,20.0,27.0,75.0,500.0,7.5
Soybean,35.908,46.606,62.253,24.572,63.565,732.323,6.541
Maize,99.51,47.131,39.844,23.499,59.836,707.43,6.142
Sugarcane,80.0,60.0,60.0,21.0,70.0,1200.0,6.0
Cotton,96.405,49.026,24.695,23.286,56.72,932.06,6.9
Sugarcane,110.325,40.107,80.345,24.463,76.412,1613.715,6.572
Potato,85.903,63.511,110.983,19.024,68.219,558.207,5.488
Cotton,94.607,45.586,26.593,24.283,54.678,686.732,6.654
Cotton,96.363,46.704,27.812,22.601,54.539,963.314,6.554
Rice,102.567,31.855,61.976,28.392,82.282,1836.615,5.749
Potato,103.483,70.225,111.794,18.326,62.796,630.542,5.811
Cotton,90.305,48.334,29.659,25.07,56.107,781.651,6.628
Maize,109.771,43.661,37.11,24.482,58.878,684.122,6.827
Maize,94.891,43.001,51.624,24.769,63.143,858.709,6.253
Wheat,71.038,29.514,29.807,19.851,52.905,397.92,6.48
Wheat,79.31,35.914,27.365,20.109,54.801,497.478,6.908
Tomato,95.426,70.666,68.781,20.274,66.266,639.564,6.499
Tomato,103.021,69.953,78.715,22.83,69.925,681.017,6.497
Maize,101.495,38.635,35.704,23.324,67.995,816.727,6.592
Tomato,96.63,69.994,77.049,24.599,69.323,562.646,6.22
Cotton,103.093,51.797,31.759,25.643,61.787,876.652,6.918
Maize,102.342,50.496,42.643,24.209,68.999,789.144,6.523
Wheat,65.652,36.728,28.582,18.806,56.905,545.781,6.818
Tomato,120.0,60.0,100.0,18.0,80.0,500.0,6.0
Potato,108.274,67.86,111.86,19.818,63.711,626.88,5.653
Rice,80.0,40.0,80.0,30.0,90.0,2250.0,7.0
Rice,101.706,32.172,59.941,25.855,81.453,2153.716,5.477
Sugarcane,89.258,43.029,72.66,24.814,75.07,1637.272,6.634
Wheat,74.038,36.839,25.169,16.74,47.657,529.097,6.475
Sugarcane,94.472,41.716,60.0,22.988,82.172,1623.045,6.634
Cotton,89.099,47.323,29.989,24.445,54.13,1051.908,6.931
Tomato,80.0,60.0,60.0,28.0,80.0,500.0,6.0
Sugarcane,99.922,50.575,92.362,24.094,82.058,1794.818,6.654
Soybean,32.897,43.392,61.905,25.073,63.201,704.222,6.487
Rice,101.017,34.905,42.889,24.605,82.941,1911.999,5.876
Wheat,73.223,29.997,28.366,17.755,57.671,581.242,7.048
Sugarcane,90.091,37.548,68.516,25.084,74.316,2066.243,6.567
Cotton,100.376,47.277,29.519,24.754,49.045,721.925,6.98
Potato,98.068,74.722,102.635,21.26,62.632,592.081,5.744
Cotton,80.0,40.0,40.0,21.0,65.0,1200.0,7.5
Potato,106.14,70.612,98.723,21.51,67.27,642.523,6.004
Rice,96.586,34.67,53.018,23.67,83.028,1923.807,6.165
Potato,104.37,72.012,101.613,19.347,64.365,611.435,5.313
Wheat,68.395,27.78,27.77,18.327,54.799,649.828,6.481
Cotton,99.374,51.839,28.121,23.228,56.439,600.0,6.599
Potato,80.0,60.0,120.0,15.0,55.0,500.0,5.0
Wheat,72.968,28.16,30.526,17.277,57.61,503.911,6.502
Sugarcane,98.262,45.725,79.315,25.573,82.03,1775.747,6.559
Cotton,104.212,51.135,28.624,24.038,55.549,939.988,6.934
Soybean,32.675,48.908,53.067,22.0,68.641,727.73,6.695
Wheat,75.106,23.284,26.607,21.101,56.345,521.092,6.499
Rice,98.809,27.686,56.623,27.121,83.841,1826.796,5.921
Soybean,20.0,40.0,80.0,30.0,55.0,900.0,7.0
Tomato,105.263,72.301,74.845,21.475,72.185,612.365,6.656
Potato,93.172,69.262,102.905,19.993,60.293,613.616,5.633
Tomato,98.584,67.798,76.863,22.742,67.441,625.296,6.454
Maize,103.68,36.177,43.669,24.818,66.454,731.695,6.688
Wheat,60.0,20.0,20.0,12.0,45.0,650.0,7.5
Rice,99.209,30.953,68.707,25.366,81.473,2013.286,6.143
Maize,98.404,40.979,33.368,22.956,62.94,663.773,5.979
Cotton,103.068,50.538,36.579,24.007,51.858,894.928,6.668
Tomato,100.699,71.507,79.35,23.413,70.261,618.184,6.451
Cotton,96.392,53.225,30.922,24.304,54.609,821.22,6.508
Sugarcane,120.0,60.0,60.0,27.0,88.0,2250.0,7.5
Wheat,77.313,29.281,33.572,14.577,61.556,624.521,6.073
Soybean,35.281,54.437,75.499,27.029,62.769,738.548,6.618
Rice,95.428,34.606,58.9,27.147,82.654,1879.653,5.97
Potato,91.858,64.06,105.862,23.448,64.141,660.59,6.121
Sugarcane,114.485,46.391,67.252,25.163,78.388,2077.087,7.118
Maize,110.503,44.695,40.841,23.66,62.034,627.613,6.711
Cotton,106.421,49.755,28.758,25.986,55.022,971.956,6.615
Maize,89.717,40.563,33.568,23.356,67.116,735.923,6.565
Potato,103.15,70.265,95.967,19.704,69.712,682.537,5.797
Sugarcane,80.0,30.0,60.0,27.0,88.0,1200.0,6.0
Tomato,103.985,68.837,90.869,23.674,70.875,630.295,6.79
Cotton,91.804,55.665,27.323,25.738,61.741,951.266,7.008
Cotton,120.0,40.0,20.0,27.0,45.0,1200.0,7.5
Tomato,91.19,69.24,74.984,22.51,65.787,633.93,6.475
